name,value,year,last value,rank
Grand Theft Auto Online,191110,25,#N/A,4
The Witcher 3: Wild Hunt,122937,25,106464,5
The Elder Scrolls V: Skyrim,101643,25,87711,6
Pokemon Sword,77171,25,72323,7
Assassin's Creed Odyssey,62127,25,53106,8
Grand Theft Auto V,53993,25,226918,9
Animal Crossing: New Horizons,656119,26,615420,0
Final Fantasy VII Remake,462938,26,404425,1
The Legend of Zelda: Breath of the Wild,312202,26,294519,2
Grand Theft Auto Online,232386,26,191110,3
Red Dead Redemption 2,213780,26,199408,4
The Witcher 3: Wild Hunt,129767,26,122937,5
The Elder Scrolls V: Skyrim,105154,26,101643,6
Pokemon Sword,82024,26,77171,7
Assassin's Creed Odyssey,63486,26,62127,8
Super Mario Odyssey,56668,26,#N/A,9
Animal Crossing: New Horizons,617538,27,656119,0
Final Fantasy VII Remake,301470,27,462938,1
The Legend of Zelda: Breath of the Wild,255084,27,312202,2
Grand Theft Auto Online,208393,27,232386,3
Red Dead Redemption 2,177892,27,213780,4
The Witcher 3: Wild Hunt,106942,27,129767,5
The Elder Scrolls V: Skyrim,94171,27,105154,6
Pokemon Sword,71977,27,82024,7
Assassin's Creed Odyssey,53876,27,63486,8
The Sims 4,45046,27,#N/A,9
Animal Crossing: New Horizons,532571,28,617538,0
Final Fantasy VII Remake,270328,28,301470,1
The Legend of Zelda: Breath of the Wild,249058,28,255084,2
Grand Theft Auto Online,208909,28,208393,3
Red Dead Redemption 2,175715,28,177892,4
The Witcher 3: Wild Hunt,102693,28,106942,5
The Elder Scrolls V: Skyrim,92443,28,94171,6
Pokemon Sword,74692,28,71977,7
Assassin's Creed Odyssey,52061,28,53876,8
The Sims 4,43139,28,45046,9
Animal Crossing: New Horizons,516843,29,532571,0
Final Fantasy VII Remake,252534,29,270328,1
The Legend of Zelda: Breath of the Wild,244391,29,249058,2
Grand Theft Auto Online,221114,29,208909,3
Red Dead Redemption 2,172895,29,175715,4
The Witcher 3: Wild Hunt,102702,29,102693,5
The Elder Scrolls V: Skyrim,92717,29,92443,6
Pokemon Sword,74298,29,74692,7
Assassin's Creed Odyssey,53313,29,52061,8
The Sims 4,43002,29,43139,9
Animal Crossing: New Horizons,605847,30,516843,0
Grand Theft Auto Online,241648,30,221114,1
The Legend of Zelda: Breath of the Wild,238617,30,244391,2
Final Fantasy VII Remake,236362,30,252534,3
Red Dead Redemption 2,173618,30,172895,4
The Witcher 3: Wild Hunt,101026,30,102702,5
The Elder Scrolls V: Skyrim,91458,30,92717,6
Pokemon Sword,69538,30,74298,7
Assassin's Creed Odyssey,58103,30,53313,8
Final Fantasy VII,41736,30,#N/A,9
