name,value,year,last value,rank
Red Dead Redemption 2,48771,23,#N/A,4
Hulk Hogan Biopic,45275,23,#N/A,5
Xbox Series X,43137,23,118265,6
Final Fantasy VII Remake,41185,23,114660,7
Moving Out,40176,23,#N/A,8
PlayStation VR,35413,23,#N/A,9
Final Fantasy VII Remake,136442,24,41185,0
Star Wars: The Clone Wars,123924,24,#N/A,1
WWE 2K20,97166,24,88313,2
Gone Girl,90385,24,234503,3
Nintendo Switch,79449,24,#N/A,4
Jurassic Park,67086,24,#N/A,5
Xbox Series X,53830,24,43137,6
Rick and Morty,51887,24,#N/A,7
Batman,48689,24,#N/A,8
Venom: Let There Be Carnage,33089,24,#N/A,9
Final Fantasy VII Remake,180889,25,136442,0
Doom Eternal,165447,25,#N/A,1
Extraction [2020],137560,25,#N/A,2
Gone Girl,99390,25,90385,3
Fallout 76,80284,25,#N/A,4
Venom: Let There Be Carnage,76999,25,33089,5
Marvel's The Falcon and The Winter Soldier,51901,25,#N/A,6
Star Wars: Cassian Andor [Rogue One Prequel],36506,25,#N/A,7
Batman,29932,25,48689,8
Ghost in the Shell: SAC_2045,28440,25,#N/A,9
Doom Eternal,89733,26,165447,0
Final Fantasy VII Remake,86931,26,180889,1
Midsommar,84578,26,#N/A,2
Extraction [2020],67232,26,137560,3
Fallout 76,45253,26,80284,4
Batwoman,41184,26,#N/A,5
Avengers: Endgame,35278,26,#N/A,6
Fantastic Beasts 3,27563,26,#N/A,7
Venom: Let There Be Carnage,27437,26,76999,8
Animal Crossing: New Horizons,27315,26,#N/A,9
The Last of Us Part II,271776,27,#N/A,0
Gears Tactics,139626,27,#N/A,1
Ghost of Tsushima,112690,27,#N/A,2
Predator: Hunting Grounds,98552,27,#N/A,3
WWE 2K Battlegrounds,74270,27,#N/A,4
Teenage Mutant Ninja Turtles (IDW),72508,27,#N/A,5
Avengers: Endgame,65645,27,35278,6
Batwoman,62470,27,41184,7
WWE 2K20,60000,27,#N/A,8
Avengers: Infinity War,49593,27,#N/A,9
Trolls World Tour,165005,28,#N/A,0
Star Wars Battlefront II,125731,28,#N/A,1
Final Fantasy VII Remake,111695,28,#N/A,2
Valorant,62977,28,#N/A,3
Predator: Hunting Grounds,55814,28,98552,4
Xbox Series X,45768,28,#N/A,5
Jim Lee,43431,28,#N/A,6
PlayerUnknown's Battlegrounds,41587,28,#N/A,7
Gears Tactics,39519,28,139626,8
The Last of Us Part II,32309,28,271776,9
Assassin's Creed Valhalla,359997,29,#N/A,0
Trolls World Tour,206870,29,165005,1
Call of Duty: Modern Warfare,133196,29,#N/A,2
Farming Simulator 19,122078,29,#N/A,3
Streets of Rage 4,112770,29,#N/A,4
Spider-Man 3 [Tom Holland Sequel],65455,29,#N/A,5
Street Fighter II,56982,29,#N/A,6
SnowRunner,42027,29,#N/A,7
Dying Light,32913,29,#N/A,8
Final Fantasy VII Remake,31461,29,111695,9
Assassin's Creed Valhalla,1788118,30,359997,0
Assassin's Creed Odyssey,379629,30,#N/A,1
Call of Duty: Modern Warfare,106403,30,133196,2
Kraven the Hunter: The Movie,89254,30,#N/A,3
Xbox Series X,64166,30,#N/A,4
Final Fantasy VII Remake,61498,30,31461,5
Darkborn,60862,30,#N/A,6
The Last of Us Part II,55598,30,#N/A,7
Streets of Rage 4,50060,30,112770,8
Legends of Runeterra,40258,30,#N/A,9
