name,value,year,last value,rank
The Elder Scrolls V: Skyrim,106184,19,105466,7
Pokemon Sword,93271,19,93360,8
Star Wars Battlefront II,79052,19,119118,9
Final Fantasy VII Remake,810156,20,753563,0
Animal Crossing: New Horizons,698588,20,841263,1
The Legend of Zelda: Breath of the Wild,272376,20,333228,2
Death Stranding,245285,20,#N/A,3
Grand Theft Auto V,241216,20,277770,4
Star Wars: The Mandalorian,185129,20,#N/A,5
Red Dead Redemption 2,184727,20,227694,6
The Witcher 3: Wild Hunt,119382,20,146590,7
Xbox Series X,100824,20,#N/A,8
The Elder Scrolls V: Skyrim,90728,20,106184,9
Animal Crossing: New Horizons,878005,21,698588,0
Final Fantasy VII Remake,637701,21,810156,1
The Legend of Zelda: Breath of the Wild,265924,21,272376,2
Grand Theft Auto V,240651,21,241216,3
Red Dead Redemption 2,184755,21,184727,4
Peaky Blinders,117966,21,#N/A,5
The Witcher 3: Wild Hunt,115442,21,119382,6
The Elder Scrolls V: Skyrim,90817,21,90728,7
Pokemon Sword,84821,21,#N/A,8
Venom: Let There Be Carnage,80219,21,#N/A,9
Animal Crossing: New Horizons,658692,22,878005,0
Final Fantasy VII Remake,495506,22,637701,1
The Legend of Zelda: Breath of the Wild,256491,22,265924,2
Grand Theft Auto V,236464,22,240651,3
Red Dead Redemption 2,179515,22,184755,4
Xbox Series X,123917,22,#N/A,5
Trials of Mana,113978,22,#N/A,6
The Witcher 3: Wild Hunt,110867,22,115442,7
Call of Duty: Warzone,100831,22,#N/A,8
The Elder Scrolls V: Skyrim,87840,22,90817,9
Animal Crossing: New Horizons,644624,23,658692,0
Final Fantasy VII Remake,393106,23,495506,1
The Legend of Zelda: Breath of the Wild,254401,23,256491,2
Grand Theft Auto V,248833,23,236464,3
Gone Girl,234974,23,#N/A,4
Red Dead Redemption 2,220614,23,179515,5
The Witcher 3: Wild Hunt,106884,23,110867,6
WWE 2K20,90166,23,#N/A,7
The Elder Scrolls V: Skyrim,87679,23,87840,8
XCOM: Chimera Squad,81200,23,#N/A,9
Animal Crossing: New Horizons,593529,24,644624,0
Final Fantasy VII Remake,488896,24,393106,1
The Legend of Zelda: Breath of the Wild,257617,24,254401,2
Grand Theft Auto V,229886,24,248833,3
Red Dead Redemption 2,176631,24,220614,4
Star Wars: The Clone Wars,125960,24,#N/A,5
The Witcher 3: Wild Hunt,107737,24,106884,6
WWE 2K20,99166,24,90166,7
Gone Girl,92576,24,234974,8
The Elder Scrolls V: Skyrim,88391,24,87679,9
Animal Crossing: New Horizons,640903,25,593529,0
Final Fantasy VII Remake,590882,25,488896,1
The Legend of Zelda: Breath of the Wild,297113,25,257617,2
Red Dead Redemption 2,203326,25,176631,3
Grand Theft Auto Online,191347,25,#N/A,4
Doom Eternal,173279,25,#N/A,5
Extraction [2020],138101,25,#N/A,6
The Witcher 3: Wild Hunt,124328,25,107737,7
The Elder Scrolls V: Skyrim,102329,25,88391,8
Gone Girl,99756,25,92576,9
Animal Crossing: New Horizons,687540,26,640903,0
Final Fantasy VII Remake,554549,26,590882,1
The Legend of Zelda: Breath of the Wild,315793,26,297113,2
Grand Theft Auto Online,232667,26,191347,3
Red Dead Redemption 2,217876,26,203326,4
The Witcher 3: Wild Hunt,131373,26,124328,5
The Elder Scrolls V: Skyrim,105891,26,102329,6
Doom Eternal,97879,26,173279,7
Pokemon Sword,85371,26,#N/A,8
Midsommar,84594,26,#N/A,9
Animal Crossing: New Horizons,639410,27,687540,0
Final Fantasy VII Remake,344223,27,554549,1
The Last of Us Part II,274596,27,#N/A,2
The Legend of Zelda: Breath of the Wild,258708,27,315793,3
Grand Theft Auto Online,208653,27,232667,4
Red Dead Redemption 2,181593,27,217876,5
Gears Tactics,149062,27,#N/A,6
Ghost of Tsushima,114805,27,#N/A,7
The Witcher 3: Wild Hunt,108253,27,131373,8
Predator: Hunting Grounds,99691,27,#N/A,9
Animal Crossing: New Horizons,555712,28,639410,0
Final Fantasy VII Remake,386624,28,344223,1
The Legend of Zelda: Breath of the Wild,251795,28,258708,2
Grand Theft Auto Online,209155,28,208653,3
Red Dead Redemption 2,178878,28,181593,4
Trolls World Tour,165114,28,#N/A,5
Star Wars Battlefront II,127267,28,#N/A,6
The Witcher 3: Wild Hunt,103931,28,108253,7
The Elder Scrolls V: Skyrim,93189,28,#N/A,8
Pokemon Sword,77719,28,#N/A,9
Animal Crossing: New Horizons,543143,29,555712,0
Assassin's Creed Valhalla,365909,29,#N/A,1
Final Fantasy VII Remake,288278,29,386624,2
The Legend of Zelda: Breath of the Wild,246717,29,251795,3
Grand Theft Auto Online,221396,29,209155,4
Trolls World Tour,207116,29,165114,5
Red Dead Redemption 2,176109,29,178878,6
Call of Duty: Modern Warfare,143265,29,#N/A,7
Farming Simulator 19,123357,29,#N/A,8
Streets of Rage 4,116223,29,#N/A,9
Assassin's Creed Valhalla,1815795,30,365909,0
Animal Crossing: New Horizons,640053,30,543143,1
Assassin's Creed Odyssey,439067,30,#N/A,2
Final Fantasy VII Remake,300493,30,288278,3
Grand Theft Auto Online,241944,30,221396,4
The Legend of Zelda: Breath of the Wild,241324,30,246717,5
Red Dead Redemption 2,177270,30,176109,6
Call of Duty: Modern Warfare,118575,30,143265,7
The Witcher 3: Wild Hunt,102164,30,#N/A,8
The Elder Scrolls V: Skyrim,91994,30,#N/A,9
