name,value,year,last value,rank
Assassin's Creed Odyssey,209498,7,213595,1
Tom Clancy's Rainbow Six Siege,62527,7,#N/A,2
Tom Clancy's The Division 2,53243,7,#N/A,3
The Last of Us,50735,7,46902,4
The Last of Us Part II,42678,7,112790,5
Doom Eternal,41445,7,123592,6
Call of Duty: Black Ops II,38114,7,#N/A,7
Assassin's Creed Origins,37395,7,38605,8
Resident Evil Resistance,36544,7,#N/A,9
Assassin's Creed Odyssey,225780,8,209498,0
Tom Clancy's Rainbow Six Siege,212352,8,62527,1
Doom Eternal,165394,8,41445,2
Call of Duty: Modern Warfare,119024,8,226497,3
The Last of Us,52699,8,50735,4
Call of Duty: Black Ops II,39899,8,38114,5
The Last of Us Part II,39216,8,42678,6
Assassin's Creed IV: Black Flag,38575,8,#N/A,7
Assassin's Creed III,38192,8,#N/A,8
Assassin's Creed Origins,37087,8,37395,9
Assassin's Creed Odyssey,217950,9,225780,0
Cyberpunk 2077,171726,9,#N/A,1
Call of Duty: Modern Warfare,98580,9,119024,2
Doom Eternal,76537,9,165394,3
The Last of Us,50790,9,52699,4
Assassin's Creed IV: Black Flag,36620,9,38575,5
Assassin's Creed Syndicate,36183,9,#N/A,6
Assassin's Creed III,36075,9,38192,7
